



L1_CACHE_SIZE:32 , L2_CACHE_SIZE:32 	(T:8,IN:0,BO:0)	(T:8,IN:0,BO:0)
================================

MODIFY	:  202	 	 TAG: 11001010(202)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:768 
READ	:   28	 	 TAG: 00011100( 28)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:767 
WRITE	:   15	 	 TAG: 00001111( 15)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:766 
READ	:  214	 	 TAG: 11010110(214)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:765 
WRITE	:   80	 	 TAG: 01010000( 80)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:21 	AGE:764 
READ	:    8	 	 TAG: 00001000(  8)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:763 
MODIFY	:  151	 	 TAG: 10010111(151)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:762 
MODIFY	:   85	 	 TAG: 01010101( 85)			MISS:	COMPULSORY	REPLACE:(UNKNOWN)	CYCLES:10 	AGE:761 
MODIFY	:  122	 	 TAG: 01111010(122)			MISS:	CAPACITY	REPLACE:(170)		CYCLES:10 	AGE:536 
MODIFY	:   97	 	 TAG: 01100001( 97)			L2_HIT									CYCLES:3 	AGE:570 
READ	:  111	 	 TAG: 01101111(111)			MISS:	CAPACITY	REPLACE:(252)		CYCLES:10 	AGE:534 
MODIFY	:    1	 	 TAG: 00000001(  1)			L2_HIT									CYCLES:3 	AGE:569 
WRITE	:   13	 	 TAG: 00001101( 13)			MISS:	CAPACITY	REPLACE:( 88)		CYCLES:21 	AGE:532 
READ	:  148	 	 TAG: 10010100(148)			MISS:	CAPACITY	REPLACE:( 19)		CYCLES:10 	AGE:531 
READ	:  232	 	 TAG: 11101000(232)			L2_HIT									CYCLES:3 	AGE:564 
WRITE	:  107	 	 TAG: 01101011(107)			L2_HIT									CYCLES:12 	AGE:564 
MODIFY	:  231	 	 TAG: 11100111(231)			MISS:	CAPACITY	REPLACE:(225)		CYCLES:10 	AGE:528 
READ	:   90	 	 TAG: 01011010( 90)			L2_HIT									CYCLES:3 	AGE:562 
READ	:  236	 	 TAG: 11101100(236)			L2_HIT									CYCLES:3 	AGE:562 
WRITE	:  115	 	 TAG: 01110011(115)			MISS:	CAPACITY	REPLACE:(  2)		CYCLES:21 	AGE:525 
MODIFY	:   82	 	 TAG: 01010010( 82)			L2_HIT									CYCLES:3 	AGE:561 
WRITE	:  203	 	 TAG: 11001011(203)			MISS:	CAPACITY	REPLACE:(161)		CYCLES:21 	AGE:523 
MODIFY	:    1	 	 TAG: 00000001(  1)			L2_HIT									CYCLES:3 	AGE:558 
MODIFY	:  238	 	 TAG: 11101110(238)			MISS:	CAPACITY	REPLACE:( 65)		CYCLES:10 	AGE:521 
WRITE	:   46	 	 TAG: 00101110( 46)			HIT										CYCLES:5 	AGE:520 
READ	:  124	 	 TAG: 01111100(124)			MISS:	CAPACITY	REPLACE:(220)		CYCLES:10 	AGE:519 
READ	:  132	 	 TAG: 10000100(132)			L2_HIT									CYCLES:3 	AGE:554 
MODIFY	:  214	 	 TAG: 11010110(214)			MISS:	CAPACITY	REPLACE:( 76)		CYCLES:10 	AGE:517 
READ	:   96	 	 TAG: 01100000( 96)			L2_HIT									CYCLES:3 	AGE:553 
WRITE	:   74	 	 TAG: 01001010( 74)			MISS:	CAPACITY	REPLACE:( 28)		CYCLES:21 	AGE:515 
READ	:  244	 	 TAG: 11110100(244)			MISS:	CAPACITY	REPLACE:(139)		CYCLES:10 	AGE:514 
WRITE	:   72	 	 TAG: 01001000( 72)			MISS:	CAPACITY	REPLACE:(159)		CYCLES:21 	AGE:513 
MODIFY	:   52	 	 TAG: 00110100( 52)			MISS:	CAPACITY	REPLACE:( 67)		CYCLES:10 	AGE:512 
WRITE	:   84	 	 TAG: 01010100( 84)			L2_HIT									CYCLES:15 	AGE:542 
READ	:  197	 	 TAG: 11000101(197)			MISS:	CAPACITY	REPLACE:(156)		CYCLES:10 	AGE:510 
WRITE	:  160	 	 TAG: 10100000(160)			MISS:	CAPACITY	REPLACE:(122)		CYCLES:21 	AGE:509 
WRITE	:  136	 	 TAG: 10001000(136)			MISS:	CAPACITY	REPLACE:(111)		CYCLES:21 	AGE:508 
WRITE	:  142	 	 TAG: 10001110(142)			MISS:	CAPACITY	REPLACE:( 13)		CYCLES:21 	AGE:507 
READ	:  119	 	 TAG: 01110111(119)			L2_HIT									CYCLES:3 	AGE:531 
READ	:  141	 	 TAG: 10001101(141)			MISS:	CAPACITY	REPLACE:(148)		CYCLES:10 	AGE:505 
MODIFY	:  201	 	 TAG: 11001001(201)			L2_HIT									CYCLES:3 	AGE:528 
READ	:  213	 	 TAG: 11010101(213)			MISS:	CAPACITY	REPLACE:(231)		CYCLES:10 	AGE:503 
WRITE	:  207	 	 TAG: 11001111(207)			MISS:	CAPACITY	REPLACE:(115)		CYCLES:21 	AGE:502 
MODIFY	:  140	 	 TAG: 10001100(140)			L2_HIT									CYCLES:3 	AGE:523 
READ	:  227	 	 TAG: 11100011(227)			MISS:	CAPACITY	REPLACE:(203)		CYCLES:10 	AGE:500 
WRITE	:  231	 	 TAG: 11100111(231)			L2_HIT									CYCLES:12 	AGE:521 
READ	:  124	 	 TAG: 01111100(124)			HIT										CYCLES:1 	AGE:519 
MODIFY	:  200	 	 TAG: 11001000(200)			MISS:	CAPACITY	REPLACE:(238)		CYCLES:10 	AGE:497 
WRITE	:  123	 	 TAG: 01111011(123)			MISS:	CAPACITY	REPLACE:( 46)		CYCLES:21 	AGE:496 
READ	:  158	 	 TAG: 10011110(158)			L2_HIT									CYCLES:3 	AGE:519 
MODIFY	:  217	 	 TAG: 11011001(217)			MISS:	CAPACITY	REPLACE:(124)		CYCLES:10 	AGE:494 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  167	 	 TAG: 10100111(167)			L2_HIT									CYCLES:3 	AGE:517 
READ	:  123	 	 TAG: 01111011(123)			HIT										CYCLES:1 	AGE:496 
READ	:  240	 	 TAG: 11110000(240)			L2_HIT									CYCLES:3 	AGE:517 
MODIFY	:   88	 	 TAG: 01011000( 88)			L2_HIT									CYCLES:3 	AGE:517 
MODIFY	:  103	 	 TAG: 01100111(103)			MISS:	CAPACITY	REPLACE:(214)		CYCLES:10 	AGE:488 
READ	:   14	 	 TAG: 00001110( 14)			MISS:	CAPACITY	REPLACE:( 74)		CYCLES:10 	AGE:487 
READ	:  242	 	 TAG: 11110010(242)			MISS:	CAPACITY	REPLACE:(244)		CYCLES:10 	AGE:486 
MODIFY	:  238	 	 TAG: 11101110(238)			L2_HIT									CYCLES:3 	AGE:513 
READ	:  216	 	 TAG: 11011000(216)			MISS:	CAPACITY	REPLACE:( 72)		CYCLES:10 	AGE:484 
READ	:   24	 	 TAG: 00011000( 24)			MISS:	CAPACITY	REPLACE:( 52)		CYCLES:10 	AGE:483 
MODIFY	:   70	 	 TAG: 01000110( 70)			L2_HIT									CYCLES:3 	AGE:510 
WRITE	:  217	 	 TAG: 11011001(217)			HIT										CYCLES:5 	AGE:481 
READ	:  201	 	 TAG: 11001001(201)			L2_HIT									CYCLES:3 	AGE:510 
READ	:  234	 	 TAG: 11101010(234)			MISS:	CAPACITY	REPLACE:(197)		CYCLES:10 	AGE:479 
MODIFY	:  141	 	 TAG: 10001101(141)			HIT										CYCLES:1 	AGE:505 
MODIFY	:   94	 	 TAG: 01011110( 94)			MISS:	CAPACITY	REPLACE:(160)		CYCLES:10 	AGE:477 
WRITE	:   18	 	 TAG: 00010010( 18)			MISS:	CAPACITY	REPLACE:(136)		CYCLES:21 	AGE:476 
WRITE	:   21	 	 TAG: 00010101( 21)			L2_HIT									CYCLES:12 	AGE:507 
READ	:  101	 	 TAG: 01100101(101)			MISS:	CAPACITY	REPLACE:(142)		CYCLES:10 	AGE:474 
MODIFY	:  212	 	 TAG: 11010100(212)			MISS:	CAPACITY	REPLACE:(141)		CYCLES:10 	AGE:473 
WRITE	:  142	 	 TAG: 10001110(142)			L2_HIT									CYCLES:12 	AGE:503 
WRITE	:  153	 	 TAG: 10011001(153)			L2_HIT									CYCLES:12 	AGE:503 
READ	:   61	 	 TAG: 00111101( 61)			MISS:	CAPACITY	REPLACE:(213)		CYCLES:10 	AGE:470 
READ	:  204	 	 TAG: 11001100(204)			MISS:	CAPACITY	REPLACE:(207)		CYCLES:10 	AGE:469 
READ	:  239	 	 TAG: 11101111(239)			MISS:	CAPACITY	REPLACE:(227)		CYCLES:10 	AGE:468 
MODIFY	:   55	 	 TAG: 00110111( 55)			L2_HIT									CYCLES:3 	AGE:497 
READ	:  158	 	 TAG: 10011110(158)			L2_HIT									CYCLES:3 	AGE:497 
WRITE	:  177	 	 TAG: 10110001(177)			MISS:	CAPACITY	REPLACE:(200)		CYCLES:21 	AGE:465 
WRITE	:  175	 	 TAG: 10101111(175)			MISS:	CAPACITY	REPLACE:(123)		CYCLES:21 	AGE:464 
MODIFY	:  242	 	 TAG: 11110010(242)			HIT										CYCLES:1 	AGE:486 
WRITE	:   49	 	 TAG: 00110001( 49)			L2_HIT									CYCLES:12 	AGE:488 
WRITE	:   45	 	 TAG: 00101101( 45)			L2_HIT									CYCLES:12 	AGE:488 
READ	:  210	 	 TAG: 11010010(210)			MISS:	CAPACITY	REPLACE:(103)		CYCLES:10 	AGE:460 
READ	:   26	 	 TAG: 00011010( 26)			L2_HIT									CYCLES:3 	AGE:487 
READ	:  182	 	 TAG: 10110110(182)			MISS:	CAPACITY	REPLACE:( 14)		CYCLES:10 	AGE:458 
WRITE	:   85	 	 TAG: 01010101( 85)			MISS:	CAPACITY	REPLACE:(242)		CYCLES:21 	AGE:457 
MODIFY	:   11	 	 TAG: 00001011( 11)			MISS:	CAPACITY	REPLACE:(216)		CYCLES:10 	AGE:456 
READ	:  107	 	 TAG: 01101011(107)			L2_HIT									CYCLES:3 	AGE:483 
WRITE	:  117	 	 TAG: 01110101(117)			MISS:	CAPACITY	REPLACE:( 24)		CYCLES:21 	AGE:454 
READ	:   76	 	 TAG: 01001100( 76)			L2_HIT									CYCLES:3 	AGE:481 
MODIFY	:  225	 	 TAG: 11100001(225)			L2_HIT									CYCLES:3 	AGE:481 
WRITE	:   76	 	 TAG: 01001100( 76)			L2_HIT									CYCLES:12 	AGE:481 
READ	:  232	 	 TAG: 11101000(232)			L2_HIT									CYCLES:3 	AGE:481 
READ	:   63	 	 TAG: 00111111( 63)			MISS:	CAPACITY	REPLACE:(217)		CYCLES:10 	AGE:449 
MODIFY	:   78	 	 TAG: 01001110( 78)			MISS:	CAPACITY	REPLACE:(234)		CYCLES:10 	AGE:448 
MODIFY	:  167	 	 TAG: 10100111(167)			L2_HIT									CYCLES:3 	AGE:477 
MODIFY	:  100	 	 TAG: 01100100(100)			MISS:	CAPACITY	REPLACE:( 94)		CYCLES:10 	AGE:446 
READ	:    3	 	 TAG: 00000011(  3)			MISS:	CAPACITY	REPLACE:( 18)		CYCLES:10 	AGE:445 
MODIFY	:   62	 	 TAG: 00111110( 62)			MISS:	CAPACITY	REPLACE:(101)		CYCLES:10 	AGE:444 
WRITE	:   46	 	 TAG: 00101110( 46)			L2_HIT									CYCLES:12 	AGE:473 
READ	:  184	 	 TAG: 10111000(184)			MISS:	CAPACITY	REPLACE:(212)		CYCLES:10 	AGE:442 
WRITE	:  162	 	 TAG: 10100010(162)			MISS:	CAPACITY	REPLACE:( 61)		CYCLES:21 	AGE:441 
WRITE	:   76	 	 TAG: 01001100( 76)			L2_HIT									CYCLES:12 	AGE:469 
MODIFY	:   33	 	 TAG: 00100001( 33)			MISS:	CAPACITY	REPLACE:(204)		CYCLES:10 	AGE:439 
MODIFY	:  126	 	 TAG: 01111110(126)			MISS:	CAPACITY	REPLACE:(239)		CYCLES:10 	AGE:438 
MODIFY	:   86	 	 TAG: 01010110( 86)			L2_HIT									CYCLES:3 	AGE:465 
MODIFY	:   38	 	 TAG: 00100110( 38)			MISS:	CAPACITY	REPLACE:(177)		CYCLES:10 	AGE:436 
READ	:  209	 	 TAG: 11010001(209)			MISS:	CAPACITY	REPLACE:(175)		CYCLES:10 	AGE:435 
WRITE	:  213	 	 TAG: 11010101(213)			L2_HIT									CYCLES:12 	AGE:460 
READ	:  214	 	 TAG: 11010110(214)			L2_HIT									CYCLES:3 	AGE:460 
WRITE	:   88	 	 TAG: 01011000( 88)			L2_HIT									CYCLES:12 	AGE:460 
MODIFY	:   94	 	 TAG: 01011110( 94)			L2_HIT									CYCLES:3 	AGE:460 
MODIFY	:    9	 	 TAG: 00001001(  9)			MISS:	CAPACITY	REPLACE:(210)		CYCLES:10 	AGE:430 
MODIFY	:  105	 	 TAG: 01101001(105)			MISS:	CAPACITY	REPLACE:(182)		CYCLES:10 	AGE:429 
MODIFY	:   74	 	 TAG: 01001010( 74)			L2_HIT									CYCLES:3 	AGE:457 
READ	:  211	 	 TAG: 11010011(211)			L2_HIT									CYCLES:3 	AGE:457 
MODIFY	:  196	 	 TAG: 11000100(196)			MISS:	CAPACITY	REPLACE:( 85)		CYCLES:10 	AGE:426 
MODIFY	:  152	 	 TAG: 10011000(152)			MISS:	CAPACITY	REPLACE:( 11)		CYCLES:10 	AGE:425 
READ	:  248	 	 TAG: 11111000(248)			MISS:	CAPACITY	REPLACE:(117)		CYCLES:10 	AGE:424 
MODIFY	:  205	 	 TAG: 11001101(205)			L2_HIT									CYCLES:3 	AGE:449 
WRITE	:   10	 	 TAG: 00001010( 10)			L2_HIT									CYCLES:12 	AGE:449 
READ	:   76	 	 TAG: 01001100( 76)			L2_HIT									CYCLES:3 	AGE:449 
READ	:  191	 	 TAG: 10111111(191)			MISS:	CAPACITY	REPLACE:( 63)		CYCLES:10 	AGE:420 
WRITE	:   38	 	 TAG: 00100110( 38)			HIT										CYCLES:5 	AGE:419 
READ	:  103	 	 TAG: 01100111(103)			L2_HIT									CYCLES:3 	AGE:448 
MODIFY	:   53	 	 TAG: 00110101( 53)			MISS:	CAPACITY	REPLACE:( 78)		CYCLES:10 	AGE:417 
WRITE	:  136	 	 TAG: 10001000(136)			L2_HIT									CYCLES:12 	AGE:446 
MODIFY	:   19	 	 TAG: 00010011( 19)			L2_HIT									CYCLES:3 	AGE:446 
WRITE	:  251	 	 TAG: 11111011(251)			MISS:	CAPACITY	REPLACE:(100)		CYCLES:21 	AGE:414 
WRITE	:  176	 	 TAG: 10110000(176)			MISS:	CAPACITY	REPLACE:(  3)		CYCLES:21 	AGE:413 
MODIFY	:   33	 	 TAG: 00100001( 33)			HIT										CYCLES:1 	AGE:439 
WRITE	:   57	 	 TAG: 00111001( 57)			MISS:	CAPACITY	REPLACE:( 62)		CYCLES:21 	AGE:411 
READ	:   30	 	 TAG: 00011110( 30)			L2_HIT									CYCLES:3 	AGE:442 
READ	:    7	 	 TAG: 00000111(  7)			L2_HIT									CYCLES:3 	AGE:442 
READ	:  245	 	 TAG: 11110101(245)			L2_HIT									CYCLES:3 	AGE:442 
WRITE	:    6	 	 TAG: 00000110(  6)			MISS:	CAPACITY	REPLACE:(184)		CYCLES:21 	AGE:407 
READ	:   45	 	 TAG: 00101101( 45)			L2_HIT									CYCLES:3 	AGE:441 
WRITE	:  169	 	 TAG: 10101001(169)			MISS:	CAPACITY	REPLACE:(162)		CYCLES:21 	AGE:405 
WRITE	:  174	 	 TAG: 10101110(174)			MISS:	CAPACITY	REPLACE:( 33)		CYCLES:21 	AGE:404 
WRITE	:  169	 	 TAG: 10101001(169)			HIT										CYCLES:5 	AGE:403 
WRITE	:  245	 	 TAG: 11110101(245)			L2_HIT									CYCLES:12 	AGE:438 
MODIFY	:   97	 	 TAG: 01100001( 97)			MISS:	CAPACITY	REPLACE:(126)		CYCLES:10 	AGE:401 
MODIFY	:  209	 	 TAG: 11010001(209)			HIT										CYCLES:1 	AGE:435 
READ	:  208	 	 TAG: 11010000(208)			MISS:	CAPACITY	REPLACE:(209)		CYCLES:10 	AGE:399 
WRITE	:   73	 	 TAG: 01001001( 73)			MISS:	CAPACITY	REPLACE:(  9)		CYCLES:21 	AGE:398 
READ	:  107	 	 TAG: 01101011(107)			L2_HIT									CYCLES:3 	AGE:429 
READ	:  246	 	 TAG: 11110110(246)			L2_HIT									CYCLES:3 	AGE:429 
WRITE	:  254	 	 TAG: 11111110(254)			MISS:	CAPACITY	REPLACE:(105)		CYCLES:21 	AGE:395 
READ	:    2	 	 TAG: 00000010(  2)			L2_HIT									CYCLES:3 	AGE:426 
MODIFY	:   89	 	 TAG: 01011001( 89)			MISS:	CAPACITY	REPLACE:(196)		CYCLES:10 	AGE:393 
WRITE	:  108	 	 TAG: 01101100(108)			MISS:	CAPACITY	REPLACE:(152)		CYCLES:21 	AGE:392 
MODIFY	:  108	 	 TAG: 01101100(108)			HIT										CYCLES:1 	AGE:392 
MODIFY	:  176	 	 TAG: 10110000(176)			HIT										CYCLES:1 	AGE:413 
MODIFY	:   87	 	 TAG: 01010111( 87)			MISS:	CAPACITY	REPLACE:(248)		CYCLES:10 	AGE:389 
READ	:   11	 	 TAG: 00001011( 11)			L2_HIT									CYCLES:3 	AGE:420 
READ	:   17	 	 TAG: 00010001( 17)			MISS:	CAPACITY	REPLACE:(191)		CYCLES:10 	AGE:387 
MODIFY	:  119	 	 TAG: 01110111(119)			MISS:	CAPACITY	REPLACE:( 38)		CYCLES:10 	AGE:386 
READ	:   16	 	 TAG: 00010000( 16)			MISS:	CAPACITY	REPLACE:( 53)		CYCLES:10 	AGE:385 
WRITE	:  206	 	 TAG: 11001110(206)			MISS:	CAPACITY	REPLACE:(251)		CYCLES:21 	AGE:384 
WRITE	:  194	 	 TAG: 11000010(194)			MISS:	CAPACITY	REPLACE:(176)		CYCLES:21 	AGE:383 
READ	:  254	 	 TAG: 11111110(254)			HIT										CYCLES:1 	AGE:395 
READ	:  109	 	 TAG: 01101101(109)			MISS:	CAPACITY	REPLACE:( 57)		CYCLES:10 	AGE:381 
READ	:  184	 	 TAG: 10111000(184)			L2_HIT									CYCLES:3 	AGE:407 
WRITE	:   11	 	 TAG: 00001011( 11)			L2_HIT									CYCLES:12 	AGE:407 
MODIFY	:  157	 	 TAG: 10011101(157)			MISS:	CAPACITY	REPLACE:(  6)		CYCLES:10 	AGE:378 
READ	:   10	 	 TAG: 00001010( 10)			L2_HIT									CYCLES:3 	AGE:404 
READ	:  142	 	 TAG: 10001110(142)			L2_HIT									CYCLES:3 	AGE:404 
READ	:  163	 	 TAG: 10100011(163)			MISS:	CAPACITY	REPLACE:(174)		CYCLES:10 	AGE:375 
READ	:  129	 	 TAG: 10000001(129)			MISS:	CAPACITY	REPLACE:(169)		CYCLES:10 	AGE:374 
READ	:   84	 	 TAG: 01010100( 84)			L2_HIT									CYCLES:3 	AGE:401 
WRITE	:  182	 	 TAG: 10110110(182)			L2_HIT									CYCLES:12 	AGE:401 
WRITE	:   67	 	 TAG: 01000011( 67)			L2_HIT									CYCLES:12 	AGE:401 
MODIFY	:   29	 	 TAG: 00011101( 29)			MISS:	CAPACITY	REPLACE:( 97)		CYCLES:10 	AGE:370 
READ	:  199	 	 TAG: 11000111(199)			MISS:	CAPACITY	REPLACE:(208)		CYCLES:10 	AGE:369 
WRITE	:  176	 	 TAG: 10110000(176)			L2_HIT									CYCLES:12 	AGE:398 
MODIFY	:  109	 	 TAG: 01101101(109)			HIT										CYCLES:1 	AGE:381 
MODIFY	:  102	 	 TAG: 01100110(102)			MISS:	CAPACITY	REPLACE:( 73)		CYCLES:10 	AGE:366 
WRITE	:   82	 	 TAG: 01010010( 82)			L2_HIT									CYCLES:12 	AGE:395 
READ	:  124	 	 TAG: 01111100(124)			L2_HIT									CYCLES:3 	AGE:395 
WRITE	:   31	 	 TAG: 00011111( 31)			L2_HIT									CYCLES:12 	AGE:395 
READ	:  212	 	 TAG: 11010100(212)			L2_HIT									CYCLES:3 	AGE:395 
MODIFY	:  236	 	 TAG: 11101100(236)			MISS:	CAPACITY	REPLACE:(254)		CYCLES:10 	AGE:361 
WRITE	:  106	 	 TAG: 01101010(106)			MISS:	CAPACITY	REPLACE:( 89)		CYCLES:21 	AGE:360 
WRITE	:  220	 	 TAG: 11011100(220)			L2_HIT									CYCLES:12 	AGE:392 
MODIFY	:  108	 	 TAG: 01101100(108)			HIT										CYCLES:1 	AGE:392 
READ	:  155	 	 TAG: 10011011(155)			MISS:	CAPACITY	REPLACE:(108)		CYCLES:10 	AGE:357 
WRITE	:  249	 	 TAG: 11111001(249)			MISS:	CAPACITY	REPLACE:( 87)		CYCLES:21 	AGE:356 
READ	:  205	 	 TAG: 11001101(205)			MISS:	CAPACITY	REPLACE:( 17)		CYCLES:10 	AGE:355 
WRITE	:   63	 	 TAG: 00111111( 63)			L2_HIT									CYCLES:12 	AGE:386 
MODIFY	:   84	 	 TAG: 01010100( 84)			L2_HIT									CYCLES:3 	AGE:386 
READ	:    0	 	 TAG: 00000000(  0)			MISS:	CAPACITY	REPLACE:(119)		CYCLES:10 	AGE:352 
READ	:  233	 	 TAG: 11101001(233)			MISS:	CAPACITY	REPLACE:( 16)		CYCLES:10 	AGE:351 
WRITE	:  121	 	 TAG: 01111001(121)			MISS:	CAPACITY	REPLACE:(206)		CYCLES:21 	AGE:350 
MODIFY	:  203	 	 TAG: 11001011(203)			L2_HIT									CYCLES:3 	AGE:383 
WRITE	:  108	 	 TAG: 01101100(108)			L2_HIT									CYCLES:12 	AGE:383 
READ	:  166	 	 TAG: 10100110(166)			MISS:	CAPACITY	REPLACE:(194)		CYCLES:10 	AGE:347 
WRITE	:  191	 	 TAG: 10111111(191)			L2_HIT									CYCLES:12 	AGE:381 
MODIFY	:  220	 	 TAG: 11011100(220)			L2_HIT									CYCLES:3 	AGE:381 
READ	:   52	 	 TAG: 00110100( 52)			L2_HIT									CYCLES:3 	AGE:381 
MODIFY	:  194	 	 TAG: 11000010(194)			L2_HIT									CYCLES:3 	AGE:381 
READ	:  205	 	 TAG: 11001101(205)			HIT										CYCLES:1 	AGE:355 
READ	:  113	 	 TAG: 01110001(113)			MISS:	CAPACITY	REPLACE:(109)		CYCLES:10 	AGE:341 
MODIFY	:  120	 	 TAG: 01111000(120)			MISS:	CAPACITY	REPLACE:(157)		CYCLES:10 	AGE:340 
WRITE	:  249	 	 TAG: 11111001(249)			HIT										CYCLES:5 	AGE:339 
WRITE	:   30	 	 TAG: 00011110( 30)			MISS:	CAPACITY	REPLACE:(163)		CYCLES:21 	AGE:338 
READ	:   51	 	 TAG: 00110011( 51)			MISS:	CAPACITY	REPLACE:(129)		CYCLES:10 	AGE:337 
WRITE	:  103	 	 TAG: 01100111(103)			L2_HIT									CYCLES:12 	AGE:370 
MODIFY	:  222	 	 TAG: 11011110(222)			MISS:	CAPACITY	REPLACE:( 29)		CYCLES:10 	AGE:335 
READ	:  248	 	 TAG: 11111000(248)			L2_HIT									CYCLES:3 	AGE:369 
READ	:   35	 	 TAG: 00100011( 35)			MISS:	CAPACITY	REPLACE:(199)		CYCLES:10 	AGE:333 
MODIFY	:   23	 	 TAG: 00010111( 23)			MISS:	CAPACITY	REPLACE:(102)		CYCLES:10 	AGE:332 
READ	:   39	 	 TAG: 00100111( 39)			MISS:	CAPACITY	REPLACE:(236)		CYCLES:10 	AGE:331 
READ	:  107	 	 TAG: 01101011(107)			L2_HIT									CYCLES:3 	AGE:360 
WRITE	:  164	 	 TAG: 10100100(164)			MISS:	CAPACITY	REPLACE:(106)		CYCLES:21 	AGE:329 
MODIFY	:  101	 	 TAG: 01100101(101)			L2_HIT									CYCLES:3 	AGE:357 
MODIFY	:   88	 	 TAG: 01011000( 88)			L2_HIT									CYCLES:3 	AGE:357 
MODIFY	:  196	 	 TAG: 11000100(196)			L2_HIT									CYCLES:3 	AGE:357 
READ	:  157	 	 TAG: 10011101(157)			L2_HIT									CYCLES:3 	AGE:357 
MODIFY	:   20	 	 TAG: 00010100( 20)			MISS:	CAPACITY	REPLACE:(155)		CYCLES:10 	AGE:324 
MODIFY	:  225	 	 TAG: 11100001(225)			MISS:	CAPACITY	REPLACE:(205)		CYCLES:10 	AGE:323 
READ	:   55	 	 TAG: 00110111( 55)			MISS:	CAPACITY	REPLACE:(  0)		CYCLES:10 	AGE:322 
MODIFY	:   51	 	 TAG: 00110011( 51)			HIT										CYCLES:1 	AGE:337 
WRITE	:  212	 	 TAG: 11010100(212)			L2_HIT									CYCLES:12 	AGE:351 
READ	:  101	 	 TAG: 01100101(101)			L2_HIT									CYCLES:3 	AGE:351 
READ	:   86	 	 TAG: 01010110( 86)			MISS:	CAPACITY	REPLACE:(233)		CYCLES:10 	AGE:318 
WRITE	:   88	 	 TAG: 01011000( 88)			L2_HIT									CYCLES:12 	AGE:350 
READ	:  230	 	 TAG: 11100110(230)			MISS:	CAPACITY	REPLACE:(121)		CYCLES:10 	AGE:316 
READ	:   27	 	 TAG: 00011011( 27)			MISS:	CAPACITY	REPLACE:(166)		CYCLES:10 	AGE:315 
READ	:  220	 	 TAG: 11011100(220)			L2_HIT									CYCLES:3 	AGE:341 
READ	:  228	 	 TAG: 11100100(228)			MISS:	CAPACITY	REPLACE:(113)		CYCLES:10 	AGE:313 
WRITE	:  142	 	 TAG: 10001110(142)			L2_HIT									CYCLES:12 	AGE:340 
WRITE	:  121	 	 TAG: 01111001(121)			L2_HIT									CYCLES:12 	AGE:340 
READ	:   36	 	 TAG: 00100100( 36)			MISS:	CAPACITY	REPLACE:(120)		CYCLES:10 	AGE:310 
READ	:    0	 	 TAG: 00000000(  0)			L2_HIT									CYCLES:3 	AGE:339 
WRITE	:  151	 	 TAG: 10010111(151)			MISS:	CAPACITY	REPLACE:(249)		CYCLES:21 	AGE:308 
MODIFY	:  136	 	 TAG: 10001000(136)			L2_HIT									CYCLES:3 	AGE:338 
WRITE	:  212	 	 TAG: 11010100(212)			L2_HIT									CYCLES:12 	AGE:338 
WRITE	:   87	 	 TAG: 01010111( 87)			L2_HIT									CYCLES:12 	AGE:338 
MODIFY	:   67	 	 TAG: 01000011( 67)			L2_HIT									CYCLES:3 	AGE:338 
READ	:  171	 	 TAG: 10101011(171)			MISS:	CAPACITY	REPLACE:( 30)		CYCLES:10 	AGE:303 
MODIFY	:  229	 	 TAG: 11100101(229)			MISS:	CAPACITY	REPLACE:( 51)		CYCLES:10 	AGE:302 
READ	:   15	 	 TAG: 00001111( 15)			MISS:	CAPACITY	REPLACE:(222)		CYCLES:10 	AGE:301 
WRITE	:  121	 	 TAG: 01111001(121)			L2_HIT									CYCLES:12 	AGE:333 
MODIFY	:   74	 	 TAG: 01001010( 74)			L2_HIT									CYCLES:3 	AGE:333 
WRITE	:  158	 	 TAG: 10011110(158)			MISS:	CAPACITY	REPLACE:( 35)		CYCLES:21 	AGE:298 
READ	:  172	 	 TAG: 10101100(172)			MISS:	CAPACITY	REPLACE:( 23)		CYCLES:10 	AGE:297 
WRITE	:   48	 	 TAG: 00110000( 48)			MISS:	CAPACITY	REPLACE:( 39)		CYCLES:21 	AGE:296 
WRITE	:  170	 	 TAG: 10101010(170)			MISS:	CAPACITY	REPLACE:(164)		CYCLES:21 	AGE:295 
MODIFY	:  184	 	 TAG: 10111000(184)			L2_HIT									CYCLES:3 	AGE:324 
READ	:  224	 	 TAG: 11100000(224)			MISS:	CAPACITY	REPLACE:( 20)		CYCLES:10 	AGE:293 
READ	:  157	 	 TAG: 10011101(157)			L2_HIT									CYCLES:3 	AGE:323 
READ	:  151	 	 TAG: 10010111(151)			HIT										CYCLES:1 	AGE:308 
